P100 PZ PEAK DISPLAY,P100 PZ LATENCY DISPLAY,P100 CZ PEAK DISPLAY ,P100 CZ LATENCY DISPLAY,P300 CZ MEAN AMPLITUDE DISPLAY,P300 PZ MEAN AMPLITUDE DISPLAY,STRESS F3 DISPLAY,STRESS F4 DISPLAY,FATIGUE DISPLAY,LATERALIZATION DISPLAY,IMMERSION DISPLAY,P100 PZ PEAK SOLUTIONS,P100 PZ LATENCY SOLUTIONS,P100 CZ PEAK SOLUTIONS,P100 CZ LATENCY SOLUTIONS,P300 CZ MEAN AMPLITUDE SOLUTIONS,P300 PZ MEAN AMPLITUDE SOLUTIONS,STRESS F3 SOLUTIONS,STRESS F4 SOLUTIONS,FATIGUE SOLUTIONS,LATERALIZATION SOLUTIONS,IMMERSION SOLUTIONS,Answer,Area
-0.08467767902571711,-1.256914830394676,0.6580549058756185,-1.3854156444052577,-0.010199227030963319,-0.09991409317136205,-0.5848990948874836,-0.6719304314484197,0.3063221360464309,0.885628351810241,-0.23696436712505092,-0.08693217787783773,1.7209650052684822,0.362574227708065,1.4507169866613423,0.2690946631415467,0.10533757566318117,0.2195189081879527,-0.07228772466454372,-0.20203684590222834,-0.73252008193305,0.01683734320551783,0,0
-0.7427255744900837,1.7782263344989895,-0.4311268678895436,-0.2563873982888906,-0.07143219774015681,-0.05836304968752532,-0.3324824417928409,-0.3959664289386336,-0.26538461827065396,0.14655933288630418,-0.5512964117325301,-0.026224436739838774,1.0990373024068316,-0.013366032487705494,-1.6458498491734723,-0.09597025719876195,0.5476931856991076,0.5342648532713004,0.7935974906605723,-0.16297676534887948,0.23649661117825377,0.40074834713865143,0,0
-0.2982953469535319,0.5135841824599622,-0.6867580885289664,-1.009072895699802,-0.03025383133084697,0.00998662640247455,-0.02028014838767809,0.3995191554569995,-0.22787193027357708,0.7179736838890372,-0.35780832961794984,-0.037417264795029076,0.10395297782819043,-0.10359468372293561,0.33595292576080904,0.11563604034236116,0.15546792689928388,0.19453697325794211,0.36747004697105545,-0.22009620931899362,0.3964277695305396,-0.3214333247928893,0,0
0.18255559516569322,1.2723694736833786,0.09700178487704204,1.2489835965329321,-0.024745500106051418,0.015733967876011824,-0.3400094147521573,-0.3795277174863741,-0.195151355220607,-0.017331137430963567,-0.26686717149676087,-0.1672522920226224,-0.26920364388879997,-0.15539720409343957,-0.2833604414061539,-0.07397557778540736,-0.050707450743772566,0.8476484093179006,2.075947848813531,-0.2480729580650892,0.8247275788836915,0.7558773471062228,0,0
-0.024410106881724656,1.525297904091184,-0.06159225035251443,1.4998787623365692,-0.06011862457533752,-0.04959999184036758,-0.1488159814406498,-0.1447593905913042,-0.11911085333451273,0.19120802832710318,0.40587412029937847,-0.06028128532778129,1.0990373024068316,-0.03139085013476523,1.2029916397945573,-0.024774376228113935,-0.04998613186466068,0.24245841559389072,0.566472395764196,-0.28817758021585566,0.30222873255529215,-0.4620595599183618,0,0
0.8805394125373142,-1.3833790455985788,0.470022422144883,1.2489835965329321,0.02748232007560095,0.26370356780825327,0.0529373512728602,0.06252961805376571,-0.34934014911096073,0.10764520412494226,-0.47074031514924397,0.269392457936141,0.601495140117511,0.27430484688217444,0.5836782726275942,-0.037302453682316536,-0.13392361339347264,-0.25646269003859745,-0.27095080895900464,-0.23339882599108208,0.15404992533253686,-0.4741350381185312,0,0
0.09286042654854179,-1.6363074760063843,0.12253545937567183,-1.5108632273070763,-0.0012504030498317388,-0.00029498735387951383,-0.0663282108562748,-0.11707245888185036,-0.20412442600149466,-0.02395513418728487,-0.32289340864062943,-0.0320948951617061,-0.5179747250334603,-0.00968590418653291,-0.4072231148395465,0.015841693322747815,0.07166038165354668,-0.33568562056397366,-0.4093178709710471,-0.23035150833378676,0.06320937488228809,-0.26719198856491033,0,0
-0.04199830228729932,0.13419153684825402,0.44014671067719424,1.4998787623365692,-0.01181675927738575,-0.013611153039498097,-0.4664222601779103,-0.6760798601701461,0.028055971231681097,-0.013941117567523885,-0.13630434119149493,-0.2248999580129766,-1.5130590496121015,-0.19194801692112815,1.6984423335281276,0.0008912517515847404,-0.10784011675048497,-0.5025773415854035,-0.44244777486536446,-0.07967851793289793,0.7359262182650593,-0.14153364171010277,0,0
0.32030104715882957,0.38711996725605946,0.42839985820325716,0.3708505162202022,-0.08068147671667411,-0.0813829311246134,0.07010806594270598,0.1053794610184578,-0.34259644689158425,0.1435127644548899,-0.49124211255108347,0.16092985129121762,-1.6374445901844314,0.153967818045623,-1.6458498491734723,-0.04564670957475173,-0.04513262443467068,-0.5986612668081807,-0.6979600742816185,-0.07125284365526847,0.14441105589096492,-0.5362197775520723,0,0
0.006344149569795962,-0.11873689355955144,-0.13790542741825568,-0.5072825640925277,-0.016366072346453663,-0.02393483495749526,-0.3015281040401217,-0.2916768011481972,-0.09691586848546913,0.2569867449301946,0.12300497699801528,-0.0033027899492310657,-1.015516887322781,0.00875786403149775,-1.0265364820065095,-0.05756244730296677,-0.04874710346362706,-0.42380184702146,-0.4604003910747406,-0.08143377550608373,0.11833515997726417,-0.22347259494851768,0,0
